Référence du projet;Méthode;Nom du projet;RE potentielles (tCO2);RE vérifiées (tCO2);Région administrative;Demandeur;Date de notification;Date de labelisation;Financé à
27273575;Boisement;Alliance Forêts Bois / GCF n°732 - Saint-André-de-Double 1 (24)	;409;0;Nouvelle Aquitaine;Alliance Forêts bois;21/10/2025;16/06/2026;0.00 %
30660765;Boisement;Alliance Forêts Bois / GCF n°842 - Saint-Martial 1 (33);1432;0;Nouvelle Aquitaine;Alliance Forêts bois;14/04/2026;16/06/2026;0.00 %
26804922;Boisement;OKLIMA - Forêt à Ombrée d'Anjou;1447;0;Pays de la Loire;Oklima;30/09/2025;15/06/2026;0.00 %
25703790;Boisement;OKLIMA - Forêt de Sainte-Cécile ;3234;0;Pays de la Loire;Oklima;06/08/2025;15/06/2026;0.00 %
27167292;Boisement;POIROUX 3 - Fransylva Services;2271;0;Pays de la Loire;Fransylva Services ;15/10/2025;15/06/2026;0.00 %
26800361;Boisement;OKLIMA - Forêt à Issé;919;0;Pays de la Loire;Oklima;30/09/2025;15/06/2026;0.00 %
28602105;Boisement;Boisement - La Viandrie;1115;0;Pays de la Loire;SELARL PLAI-LEBLANC-LELIEVRE;05/02/2026;15/06/2026;0.00 %
20442020;Boisement;Projet Néosylva - Pays de la Loire (44) - 2GOUA-122;230;0;Pays de la Loire;NEOSYLVA INVESTISSEMENT FORESTIER;10/10/2024;15/06/2026;0.00 %
26748016;Boisement;P0070 _ SOCOGEF _ BOISEMENT ANCIENNES VIGNES _ LES LEVES ET THOUMEYRAGUES (33);2408;0;Nouvelle Aquitaine;SASU SOCOGEF;29/09/2025;12/06/2026;0.00 %
29692592;Boisement;Alliance Forêts Bois / GCF n°798 - Fours 1 (33);423;0;Nouvelle Aquitaine;Alliance Forêts bois;02/03/2026;12/06/2026;0.00 %
28089225;Boisement;CNPF C+for n° 250 Saint-Martin-du-Bois (Teréga n° 13);1691;0;Nouvelle Aquitaine;Olivier GLEIZES;05/12/2025;12/06/2026;100.00 %
30946082;Boisement;Alliance Forêts Bois / GCF n°832 - Betbezer-d'Armagnac 1 (40);2774;0;Nouvelle Aquitaine;Alliance Forêts bois;27/04/2026;12/06/2026;0.00 %
25956085;Grandes Cultures;Carbone Farmers - Centre Val de Loire - 3iem projet collectif;99051;0;Centre Val de Loire;Carbone Farmers;26/08/2025;12/06/2026;0.00 %
29691773;Boisement;Alliance Forêts Bois / GCF n°790 - Uchacq-et-Parentis 1 (40);4363;0;Nouvelle Aquitaine;Alliance Forêts bois;02/03/2026;12/06/2026;0.00 %
27065972;Boisement;OKLIMA - Boisement à Saint-Macaire;1172;0;Nouvelle Aquitaine;Oklima;10/10/2025;12/06/2026;0.00 %
29694537;Boisement;Alliance Forêts Bois / GCF n°822 - La Roche-Chalais 7 (24) 	;358;0;Nouvelle Aquitaine;Alliance Forêts bois;02/03/2026;12/06/2026;0.00 %
29577124;Boisement;Alliance Forêts Bois / GCF n°768 - Coubeyrac 2 (33);989;0;Nouvelle Aquitaine;Alliance Forêts bois;24/02/2026;12/06/2026;0.00 %
31002640;Boisement;Alliance Forêts Bois / GCF n°826 - Saint-André-et-Appelles 1 (33) 	;1007;0;Nouvelle Aquitaine;Alliance Forêts bois;29/04/2026;12/06/2026;0.00 %
26336286;Boisement;Alliance Forêts Bois / GCF n°625 - Villefranche-du-Périgord 2 (24) ;3102;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;12/06/2026;0.00 %
29692169;Boisement;Alliance Forêts Bois / GCF n°797 - Sallebœuf 1 (33);1663;0;Nouvelle Aquitaine;Alliance Forêts bois;02/03/2026;12/06/2026;0.00 %
27066891;Boisement;Oklima - Boisement à Cabara;853;0;Nouvelle Aquitaine;Oklima;10/10/2025;12/06/2026;0.00 %
29879277;Boisement;CNPF C+for n° 258 Tincques (Deloitte France n° 7);1343;0;Hauts-de-France;Olivier GLEIZES;10/03/2026;12/06/2026;0.00 %
29690495;Boisement;Alliance Forêts Bois / GCF n°774 - Les Lèves-et-Thoumeyragues 3 (33) 	;1406;0;Nouvelle Aquitaine;Alliance Forêts bois;03/03/2026;12/06/2026;0.00 %
27532011;Boisement;SIXT SUR AFF - Fransylva Services;5108;0;Bretagne;Fransylva Services ;04/11/2025;09/06/2026;0.00 %
25469551;Gestion forestière à stock continu;Maa Biodiversity - Simouët, sur les rives de la Petite Sauldre (18, 41) - Centre Val de Loire;2450;0;Centre Val de Loire;Maa Biodiversity;25/03/2026;09/06/2026;0.00 %
22177859;Boisement;CNPF C+for n° 217 Han-sur-Nied;775;0;Grand Est;Olivier GLEIZES;28/01/2025;09/06/2026;0.00 %
31227820;Ecométhane;Carbonapp/Bleu-Blanc-Coeur - Dossier Collectif n°2 Ecométhane - Projets n°370 à 381;2569;0;Grand Est;Carbonapp SAS;11/05/2026;08/06/2026;0.00 %
27077093;Boisement;SYLVO/Coopérative CFBL n°28 - FRENOIS (21);410;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;10/10/2025;05/06/2026;0.00 %
23417508;Reboisement;SYLVO/Coopérative CFBL n°22 - LA ROCHE EN BRENIL (21);2200;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;02/04/2025;05/06/2026;0.00 %
29189384;Haies;Les Haies de Herleville;210;0;Hauts-de-France;Le Printemps des Terres S.A.S;04/02/2026;05/06/2026;0.00 %
21320612;Reboisement;Encourlet;6877;0;Auvergne Rhône Alpes;Le Printemps des Terres S.A.S;05/12/2024;01/06/2026;0.00 %
21096730;Boisement;SYLVO/UNISYLVA-N°15-Chavroches (03);841;0;Auvergne Rhône Alpes;UNISYLVA;21/11/2024;28/05/2026;0.00 %
26969083;Boisement;Alliance Forêts Bois / GCF n°713 - Lias-d'Armagnac 2 (32) ;2499;0;Occitanie;Alliance Forêts bois;07/10/2025;28/05/2026;0.00 %
28259250;Plantation de vergers;Carbonapp n°352 Verger Senantes (28);544;0;Centre Val de Loire;Carbonapp SAS;27/05/2026;27/05/2026;0.00 %
21626765;Rénovation;Métropole Européenne de Lille - travaux de réhabilitation énergétique du crématorium d'Herlies (59134);5;0;Hauts-de-France;METROPOLE EUROPEENNE DE LILLE;26/12/2024;26/05/2026;0.00 %
28326015;Boisement;OKLIMA - Forêt de Bellou-le-trichard;922;0;Normandie;Oklima;18/12/2025;26/05/2026;0.00 %
22304102;Boisement;Carbonapp n°336 Boisement Wierre-Effroy (62);2986;0;Hauts-de-France;Carbonapp SAS;04/02/2025;26/05/2026;0.00 %
27308086;Boisement;SYLVO/Forêt d'ici - 14 Haramont (02);544;0;Hauts-de-France;Forêts & Bois de l'Est;22/10/2025;26/05/2026;0.00 %
18656900;Boisement;SYLVO/Forêt d'Ici - 7 Lafresguimont Saint-Martin;1557;0;Hauts-de-France;Coopérative Nord Seine Forêt Aménagement Approvisionnement;27/06/2024;26/05/2026;0.00 %
26968681;Boisement;Alliance Forêts Bois / GCF n°710 - Hénanbihen (22);280;0;Bretagne;Alliance Forêts bois;07/10/2025;26/05/2026;0.00 %
27531435;Boisement;Alliance Forêts Bois / GCF n°761 - Bannalec 4 (29);1192;0;Bretagne;Alliance Forêts bois;04/11/2025;26/05/2026;0.00 %
28261235;Vergers collectifs;Carbonapp - Dossier Collectif - Vergers n°8;2101;0;Centre Val de Loire;Carbonapp SAS;15/12/2025;26/05/2026;0.00 %
27638222;Boisement;Carbonapp n°342 Boisement Aire-sur-la-Lys (62);670;0;Hauts-de-France;Carbonapp SAS;10/11/2025;26/05/2026;0.00 %
22304291;Boisement;Carbonapp n°359 Boisement Reclinghem (62);539;0;Hauts-de-France;Carbonapp SAS;04/02/2025;26/05/2026;100.00 %
27400203;Reboisement;Reboisement d'un peuplement incendié - Commune de LANMEUR (29);878;0;Bretagne;Forestry France;24/11/2025;26/05/2026;0.00 %
27941398;Boisement;Alliance Forêts Bois / GCF n°771 - Cléguérec 1 (56);757;0;Bretagne;Alliance Forêts bois;27/11/2025;26/05/2026;0.00 %
27531572;Boisement;Alliance Forêts Bois / GCF n°764 - Surzur 1 (56);1604;0;Bretagne;Alliance Forêts bois;04/11/2025;26/05/2026;0.00 %
27712835;CarbonAgri;Projet de transition bas carbone dans l'Oise - Oklima;4732;0;Hauts-de-France;Oklima;14/11/2025;26/05/2026;0.00 %
29544700;Boisement;Boisement - Commune de PLONEVEZ DU FAOU (29);1516;0;Bretagne;Forestry France;23/02/2026;26/05/2026;0.00 %
27531116;Boisement;Alliance Forêts Bois / GCF n°759 - Sibiril 1 (29);885;0;Bretagne;Alliance Forêts bois;04/11/2025;26/05/2026;0.00 %
28070514;Boisement;SYLVO/Forêt d'ici - 22 CONTEVILLE;3274;0;Normandie;Forêts & Bois de l'Est;04/12/2025;26/05/2026;0.00 %
27922253;Boisement;OKLIMA - Forêt de Sorbon;2015;0;Grand Est;Oklima;26/11/2025;22/05/2026;0.00 %
26153238;Reboisement;OKLIMA - Forêt Saint-Aubin-en-Charollais;3917;0;Bourgogne Franche Comté;Oklima;30/07/2025;22/05/2026;0.00 %
25207173;Boisement;SYLVO/UNISYLVA-N°21-Saligny sur Roudon (03);2061;0;Auvergne Rhône Alpes;UNISYLVA;07/07/2025;21/05/2026;0.00 %
26422862;Boisement;Alliance Forêt Bois / GCF n°687 - Heugas 1 (40);1261;0;Nouvelle Aquitaine;Alliance Forêts bois;15/09/2025;18/05/2026;0.00 %
28048020;Boisement;OKLIMA - Boisement à Loupiac;1335;0;Nouvelle Aquitaine;Oklima;03/12/2025;18/05/2026;0.00 %
20734894;Boisement;Projet Néosylva - Nouvelle-Aquitaine (86) - 2BONI-124;2829;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;28/10/2024;18/05/2026;0.00 %
26689431;Boisement;Alliance Forêts Bois / GCF n°708 - Saint-Seurin-de-Cursac (33);272;0;Nouvelle Aquitaine;Alliance Forêts bois;25/09/2025;18/05/2026;0.00 %
28276721;Boisement;CNPF C+for n° 152 Sardent;274;0;Nouvelle Aquitaine;Olivier GLEIZES;16/12/2025;18/05/2026;0.00 %
26356283;Boisement;Alliance Forêts Bois / GCF n°639 - Yvrac 1 (33) ;1270;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;18/05/2026;0.00 %
27927014;Boisement;Projet Néosylva - Nouvelle-Aquitaine (47) - 2PROU-125;463;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;26/11/2025;18/05/2026;0.00 %
28464544;Boisement;Alliance Forêts Bois / GCF n°746 - Saint-Médard 1 (64);808;0;Nouvelle Aquitaine;Alliance Forêts bois;31/12/2025;18/05/2026;0.00 %
23955075;Construction;Villa Serena;1212;0;Normandie;ELAN;29/04/2025;13/05/2026;0.00 %
26898665;Boisement;MONBEQUI - Fransylva Services;543;0;Occitanie;Fransylva Services ;03/10/2025;12/05/2026;0.00 %
28700951;Boisement;OKLIMA - Forêt de Beauclair;1279;0;Grand Est;Oklima;13/01/2026;12/05/2026;0.00 %
26969535;Boisement;Alliance Forêts Bois / GCF n°717 - Samatan 1 (32);957;0;Occitanie;Alliance Forêts bois;07/10/2025;12/05/2026;0.00 %
27753543;Boisement;STOCK CO2 n°420 - Centre Val de Loire (45);1024;0;Centre Val de Loire;;17/11/2025;12/05/2026;0.00 %
29570103;Boisement;CNPF C+for n° 219 Glos (ALiS n° 2);1705;0;Normandie;Olivier GLEIZES;09/03/2026;11/05/2026;0.00 %
21941608;Boisement;SAINT CLEMENT DE LA PLACE - Fransylva Services;3475;0;Pays de la Loire;Fransylva Services ;16/01/2025;07/05/2026;0.00 %
10765472;Plantation de vergers;SCEA DES LOGES DE BAILLY;457;0;Ile de France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765305;Plantation de vergers;EARL DU MOULIN;909;0;Hauts-de-France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765184;Plantation de vergers;EARL DE LA FONTAINE;660;0;Ile de France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765504;Plantation de vergers;EARL DUMAINE;390;0;Ile de France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765338;Plantation de vergers;EARL VINCENT;581;0;Hauts-de-France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765417;Plantation de vergers;SCEA DE L'OUCHETTE;308;0;Hauts-de-France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765241;Plantation de vergers;EARL BOUVRAIN LA BROSSE;1007;0;Ile de France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765520;Plantation de vergers;EARL BRIE MONTOIS;636;0;Ile de France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
10765364;Plantation de vergers;EARL FERRY BEAURAIN;1415;0;Hauts-de-France;CO2RESPONSABLES;06/05/2026;06/05/2026;0.00 %
27308654;Grandes Cultures;Leyton-Ofee - Moselle - Projet KAR_1;1530;0;Grand Est;LEYTON-OFEE;22/10/2025;04/05/2026;0.00 %
26415919;Boisement;Alliance Forêts Bois / GCF n° 652 - Uzeste 3 (33) ;1247;0;Nouvelle Aquitaine;Alliance Forêts bois;15/09/2025;04/05/2026;0.00 %
27307991;Grandes Cultures;Leyton-Ofee - Moselle - Projet MAR;1270;0;Grand Est;LEYTON-OFEE;22/10/2025;04/05/2026;0.00 %
29449005;Reboisement; Alliance Forêts Bois / GCF n°813 - Saint-Sauveur-le-Vicomte 1 (50);836;0;Normandie;Alliance Forêts bois;18/02/2026;28/04/2026;0.00 %
19642226;Boisement;VICQ EXEMPLET - Fransylva Services;464;0;Centre Val de Loire;Fransylva Services ;29/08/2024;28/04/2026;0.00 %
27307491;Grandes Cultures;Leyton-Ofee - Moselle - Projet BON;1280;0;Grand Est;LEYTON-OFEE;22/10/2025;28/04/2026;0.00 %
30180019;Boisement;Oklima - Forêt - Eygurande-et-Gardedeuil,;2675;0;Nouvelle Aquitaine;Oklima;24/03/2026;27/04/2026;0.00 %
19513190;Rénovation;Eau de Paris - Rénovation du nouveau siège social Le Malraux;301;0;Ile de France;Coopérative Carbone Paris & Métropole du Grand Paris;21/08/2024;27/04/2026;0.00 %
27273907;Boisement;Alliance Forêts Bois / GCF n°738 - Escalans 1 (40);280;0;Nouvelle Aquitaine;Alliance Forêts bois;21/10/2025;27/04/2026;0.00 %
8933943;Reboisement;Forêt domaniale de Marly;2331;0;Ile de France;EPIC - ONF;23/09/2021;27/04/2026;0.00 %
20988207;Boisement;SF²X4C_Maubuisson_B3;5454;0;Ile de France;SOCIETE FORESTIERE DE LA CAISSE DES DEPOTS ET CONSIGNATIONS;14/11/2024;27/04/2026;54.85 %
29608550;Reboisement;Alliance Forêts Bois / GCF n°740 - Saint-Jacques-de-Néhou 2 (50) 	;376;0;Normandie;Alliance Forêts bois;26/02/2026;27/04/2026;0.00 %
10683508;Reboisement;ONF - reboisement en forêt domaniale de Montmorency n°2;2487;0;Ile de France;OFFICE NATIONAL DES FORETS;24/11/2022;27/04/2026;0.00 %
26721369;Boisement;SYLVO/Coopérative CFBL n°26 - SALON LA TOUR (19);2608;0;Nouvelle Aquitaine;CFBL Coopérative Forestière;26/09/2025;27/04/2026;0.00 %
26629475;Boisement;Projet Néosylva - Nouvelle-Aquitaine (64) - 2TOUL-124;1008;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;23/09/2025;24/04/2026;0.00 %
29876377;Boisement;Carbonapp n°362 Boisement Targon 1 (33);4925;0;Nouvelle Aquitaine;Carbonapp SAS;10/03/2026;24/04/2026;0.00 %
27792394;Boisement;Oklima - Boisement à Baurech;1742;0;Nouvelle Aquitaine;Oklima;19/11/2025;24/04/2026;0.00 %
26357473;Boisement;Alliance Forêts Bois / GCF n°641 - Leyritz-Moncassin 1 (47);1361;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;24/04/2026;0.00 %
29437244;Boisement;Carbonapp n°361 Boisement Naujac-sur-Mer (33);591;0;Nouvelle Aquitaine;Carbonapp SAS;17/02/2026;24/04/2026;0.00 %
26629811;Boisement;Projet Néosylva - Nouvelle-Aquitaine (64) - 2ARRO-125;472;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;23/09/2025;24/04/2026;0.00 %
26349001;Boisement;Alliance Forêts Bois / GCF n°627 - Boisredon 2 (17);571;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;24/04/2026;0.00 %
27930947;Boisement;Alliance Forêt Bois / GCF - Mont-de-Marsan 1 (40) n° 657;728;0;Nouvelle Aquitaine;Alliance Forêts bois;27/11/2025;24/04/2026;0.00 %
26419006;Boisement;Alliance Forêt Bois / GCF n° 680 - Saint-André-du-Bois 1 (33) ;812;0;Nouvelle Aquitaine;Alliance Forêts bois;15/09/2025;24/04/2026;0.00 %
29689091;Boisement;Projet Néosylva - Nouvelle-Aquitaine (16) - 2PARC-125;450;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;02/03/2026;24/04/2026;0.00 %
27066469;Boisement;Oklima - Boisement à Meilhan-sur-Garonne;3649;0;Nouvelle Aquitaine;Oklima;10/10/2025;24/04/2026;0.00 %
26355775;Boisement;Alliance Forêts Bois / GCF n°637 - Dardenac 1 (33) ;1278;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;24/04/2026;0.00 %
28735966;Boisement;MaForêt #146 - La Chapelle-Bertin (43);408;0;Auvergne Rhône Alpes;Actiforest;14/01/2026;24/04/2026;0.00 %
28560807;Reboisement;Alliance Forêts Bois / GCF n°772 - La Teste-de-Buch 14 (33);1028;0;Nouvelle Aquitaine;Alliance Forêts bois;07/01/2026;22/04/2026;0.00 %
25526551;Boisement;CNPF C+for n° 240 Evaux-les-Bains n° 1 (IAE Paris n° 7);837;0;Nouvelle Aquitaine;Olivier GLEIZES;25/07/2025;22/04/2026;100.00 %
29694385;Boisement;Alliance Forêts Bois / GCF n°821 - Damazan 1 (47);521;0;Nouvelle Aquitaine;Alliance Forêts bois;02/03/2026;22/04/2026;0.00 %
28324657;Boisement;Alliance Forêts Bois / GCF n°752 - Nassiet 2 (40);3334;0;Nouvelle Aquitaine;Alliance Forêts bois;18/12/2025;22/04/2026;0.00 %
28710560;Boisement;Carbonapp n°356 Boisement Eugénie-les-Bains (40);2382;0;Nouvelle Aquitaine;Carbonapp SAS;13/01/2026;22/04/2026;0.00 %
26023333;Boisement;CNPF C+for n° 241 Evaux-les-Bains n° 2 (Pierre Fabre n° 10);782;0;Nouvelle Aquitaine;Olivier GLEIZES;29/08/2025;22/04/2026;100.00 %
28376665;Boisement;Carbonapp n°353 Boisement Sainte-Colombe 3 (40);2227;0;Nouvelle Aquitaine;Carbonapp SAS;22/12/2025;22/04/2026;0.00 %
29690642;Boisement;Alliance Forêts Bois / GCF n°775 - Villefranche-du-Queyran 1 (47);882;0;Nouvelle Aquitaine;Alliance Forêts bois;02/03/2026;22/04/2026;0.00 %
26970491;Boisement;Alliance Forêts Bois / GCF n°726 - Mouliets-et-Villemartin 1 (33);539;0;Nouvelle Aquitaine;Alliance Forêts bois;07/10/2025;22/04/2026;0.00 %
21003714;Boisement;CNPF C+for n° 166 Morbihan (Région Bretagne n° 1);130;0;Bretagne;Olivier GLEIZES;15/11/2024;20/04/2026;0.00 %
21536237;Reboisement;Oklima - Forêt - Guerlesquin/Plounérin;1972;0;Bretagne;Oklima;18/12/2024;20/04/2026;0.00 %
21602463;Reboisement;Oklima - forêt - Pleyben;2715;0;Bretagne;Oklima;23/12/2024;20/04/2026;0.00 %
27967894;Reboisement;Carbonapp n°344 Reboisement Broye (71);923;0;Bourgogne Franche Comté;Carbonapp SAS;28/11/2025;15/04/2026;0.00 %
25629587;Boisement;Alliance Forêts Bois / GCF n° 651 - Asnières-sur-Vègre 1 (72) ;268;0;Pays de la Loire;Alliance Forêts bois;01/08/2025;14/04/2026;0.00 %
26355490;Boisement;Alliance Forêts Bois / GCF n°635 - Loubens 1 (33) ;1374;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;14/04/2026;0.00 %
25986537;Gestion forestière à stock continu;La Belle Forêt - Jaterie - 28;29142;0;Centre Val de Loire;La Belle Forêt ;27/08/2025;14/04/2026;0.00 %
28738026;Boisement;LION D'ANGERS 1 - Fransylva Services;1847;0;Pays de la Loire;Fransylva Services ;14/01/2026;14/04/2026;0.00 %
26338340;Boisement;TILH - Fransylva Services;1972;0;Nouvelle Aquitaine;Fransylva Services ;11/09/2025;14/04/2026;100.00 %
26624552;Boisement;Boisement de Vrigné;6926;0;Pays de la Loire;SELARL CABINET LORNE;06/10/2025;14/04/2026;0.00 %
24680940;Boisement;Alliance Forêts Bois / GCF n° 638 - Quinsac 1 (33) ;3907;0;Nouvelle Aquitaine;Alliance Forêts bois;29/07/2025;14/04/2026;0.00 %
26344091;Boisement;Alliance Forêts Bois / GCF n°622 - Marsas 1 (33);1729;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;14/04/2026;0.00 %
27063660;Boisement;Boisement - La Houssaye;521;0;Pays de la Loire;SELARL PLAI-LEBLANC-LELIEVRE;09/01/2026;14/04/2026;0.00 %
23513541;Sobac'eco-tmm;Leyton-Ofee - Moselle - Projet RIS;2210;0;Grand Est;LEYTON-OFEE;07/04/2025;10/04/2026;0.00 %
27308853;Grandes Cultures;Leyton-Ofee - Moselle - Projet KAR_2;285;0;Grand Est;LEYTON-OFEE;22/10/2025;10/04/2026;0.00 %
22295493;Boisement;Carbonapp n°358 Boisement La-Boissière-des-Landes (85);1433;0;Pays de la Loire;Carbonapp SAS;03/02/2025;10/04/2026;0.00 %
29398828;Boisement;Carbonapp n°360 Boisement Pirmil (72);1111;0;Pays de la Loire;Carbonapp SAS;16/02/2026;10/04/2026;0.00 %
27308996;Grandes Cultures;Leyton-Ofee - Moselle - Projet KAR_3;851;0;Grand Est;LEYTON-OFEE;22/10/2025;08/04/2026;0.00 %
26418769;Boisement;Alliance Forêt Bois / GCF n° 679 - Faleyras 1 (33) ;4399;0;Nouvelle Aquitaine;Alliance Forêts bois;15/09/2025;07/04/2026;0.00 %
27601838;Boisement;Alliance Forêts Bois / GCF n°744 - Amou 4 (40);445;0;Nouvelle Aquitaine;Alliance Forêts bois;07/11/2025;07/04/2026;0.00 %
26538275;Boisement;Alliance Forêt Bois / GCF n°693 - Sainte-Florence 2 (33) ;751;0;Nouvelle Aquitaine;Alliance Forêts bois;19/09/2025;07/04/2026;0.00 %
28386265;Boisement;Alliance forets bois / GCF n°750 - Lannecaube (64);3911;0;Nouvelle Aquitaine;Alliance Forêts bois;23/12/2025;07/04/2026;0.00 %
26356529;Boisement;Alliance Forêts Bois / GCF n°640 - Saint-Gervais 1 (33) ;1266;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;07/04/2026;0.00 %
27273832;Boisement;Alliance Forêts Bois / GCF n°737 - Saint-Pierre-de-l'Isle 1 (17) ;2652;0;Nouvelle Aquitaine;Alliance Forêts bois;21/10/2025;07/04/2026;0.00 %
29625316;Boisement; Alliance Forêts Bois / GCF n°799 - Lorigné 1 (79) 	;262;0;Nouvelle Aquitaine;Alliance Forêts bois;26/02/2026;07/04/2026;0.00 %
26419233;Boisement;Alliance Forêts Bois / GCF n°681 - Guîtres (33) ;3167;0;Nouvelle Aquitaine;Alliance Forêts bois;15/09/2025;07/04/2026;0.00 %
27909682;CarbonAgri;Projet de transition bas carbone en élevage, Nouvelle Aquitaine - Oklima;6198;0;Nouvelle Aquitaine;Oklima;26/11/2025;07/04/2026;0.00 %
22245416;Reboisement;SF²X4C_CHAMPEAUX;1663;0;Nouvelle Aquitaine;SOCIETE FORESTIERE;31/01/2025;07/04/2026;0.00 %
26538679;Boisement;Alliance Forêt Bois / GCF n°696 - Marsas 2 (33) ;1179;0;Nouvelle Aquitaine;Alliance Forêts bois;19/09/2025;07/04/2026;0.00 %
28450850;Boisement;Alliance Forêts Bois / GCF n°770 - Lannecaube 2 (64);1110;0;Nouvelle Aquitaine;Alliance Forêts bois;30/12/2025;07/04/2026;0.00 %
26415702;Boisement;Alliance Forêts Bois / GCF n°648 - La Brède 1 (33);542;0;Nouvelle Aquitaine;Alliance Forêts bois;15/09/2025;07/04/2026;0.00 %
27563426;Boisement;Alliance Forêts Bois / GCF n°742 - Creysse 1 (24)	;470;0;Nouvelle Aquitaine;Alliance Forêts bois;05/11/2025;07/04/2026;0.00 %
29679912;Boisement;Alliance Forêts Bois / GCF n°823 - Lamothe-Montravel 1 (24);746;0;Nouvelle Aquitaine;Alliance Forêts bois;02/03/2026;07/04/2026;0.00 %
26423095;Boisement;Alliance Forêt Bois / GCF n° 688 - Villac (24);765;0;Nouvelle Aquitaine;Alliance Forêts bois;15/09/2025;07/04/2026;0.00 %
27939402;Boisement;Alliance Forêts Bois / GCF n°766 - Montagnac-la-Crempse 1 (24);1263;0;Nouvelle Aquitaine;Alliance Forêts bois;27/11/2025;07/04/2026;0.00 %
26324272;Boisement; Alliance Forêts Bois / GCF n°617 - Saint-Étienne-d'Orthe 1 (40) ;799;0;Nouvelle Aquitaine;Alliance Forêts bois;10/09/2025;07/04/2026;0.00 %
26689689;Boisement;Alliance Forêt Bois / GCF n°707 - Vielle-Soubiran 2 (40);269;0;Nouvelle Aquitaine;Alliance Forêts bois;25/09/2025;07/04/2026;0.00 %
28454041;Boisement;Alliance Forêts Bois / GCF n°748 - Bellocq 1 (64);505;0;Nouvelle Aquitaine;Alliance Forêts bois;30/12/2025;07/04/2026;0.00 %
28561093;Boisement;Alliance Forêts Bois / GCF n°751 - Castel-Sarrazin 2 (40);1816;0;Nouvelle Aquitaine;Alliance Forêts bois;07/01/2026;03/04/2026;0.00 %
19633748;Grandes Cultures;Carbogest-LTPLC3;19895;0;Nouvelle Aquitaine;CARBOGEST;29/08/2024;03/04/2026;0.00 %
27445113;Haies;Coopérative Carbone - Haies à Migné-Auxances (86) - Grand Poitiers Communauté Urbaine;187;0;Nouvelle Aquitaine;COOPERATIVE CARBONE;30/10/2025;03/04/2026;0.00 %
26358100;Boisement;Alliance Forêts Bois / GCF n°644 - Pujols 1 (33) ;1650;0;Nouvelle Aquitaine;Alliance Forêts bois;11/09/2025;01/04/2026;0.00 %
28457892;Boisement;Carbonapp n°355 Boisement Labastide-Chalosse (40);1038;0;Nouvelle Aquitaine;Carbonapp SAS;30/12/2025;01/04/2026;0.00 %
21882330;Boisement;MaForêt #118  - Saint-Barthélémy (40);368;0;Nouvelle Aquitaine;Actiforest;13/01/2025;01/04/2026;0.00 %
27201341;Boisement;SYLVO/Coopérative CFBL n°30 - SAINT PARDOUX LE VIEUX (19);965;0;Nouvelle Aquitaine;CFBL Coopérative Forestière;16/10/2025;01/04/2026;0.00 %
